,u,g,r,i,z,redshift
40,19.14614,17.416339999999998,16.6257,16.24896,15.96554,0.05710083749999992
41,19.56007,18.2344,17.28434,16.85135,16.52843,0.13709987499999998
42,19.7744,18.10739,17.35174,16.9734,16.74239,0.0742033375
43,17.30341,15.88323,15.13746,14.71045,14.3416,0.0431185
44,18.8056,17.84853,17.517870000000002,17.25797,17.152479999999997,0.039312399999999935
45,18.7264,17.4491,16.8328,16.4486,16.204079999999998,0.10991438749999996
46,18.11761,17.18979,16.67694,16.40948,16.21034,0.04014851249999997
47,18.86588,16.50548,15.6484,15.17431,14.78602,0.09210251249999998
48,19.61823,18.02995,17.23164,16.79372,16.471120000000003,0.09807866249999996
49,19.94424,17.9445,16.96559,16.53142,16.18184,0.10836902499999997
50,19.3813,17.879179999999998,17.132620000000003,16.75044,16.46914,0.08042589999999997
51,18.26553,16.40427,15.56391,15.13883,14.78112,0.048277262499999994
52,19.11091,17.42747,16.57789,16.16415,15.83349,0.07267444999999995
53,17.761789999999998,16.47464,15.88511,15.58786,15.33281,0.037579325
54,20.28891,18.1305,16.91585,16.454320000000003,16.09978,0.170863
55,19.64128,18.30618,17.68991,17.29008,17.0854,0.086929125
56,19.29385,18.26661,17.59124,17.23619,16.94266,0.16179937500000002
57,20.60996,18.63377,17.55029,17.07114,16.72179,0.1419734875
58,19.65175,18.05578,17.2712,16.8554,16.56573,0.06943939999999992
59,19.87269,17.753239999999998,16.78997,16.33951,16.001279999999998,0.08336541249999993
60,20.77639,18.5986,17.3981,16.906579999999998,16.52757,0.17060637499999998
61,19.95696,18.25335,17.088720000000002,16.58474,16.21215,0.17637237499999994
62,19.62371,18.06,17.21694,16.769470000000002,16.499670000000002,0.11304453749999999
63,19.84847,18.43655,17.489160000000002,17.10865,16.869120000000002,0.16491512499999997
64,18.53183,16.70411,15.76367,15.23242,14.78811,0.06195624999999997
65,18.69345,17.51466,17.15118,16.89495,16.76461,0.06464573749999998
66,19.13585,17.429479999999998,16.63775,16.26748,16.005,0.057994287499999936
67,19.4812,18.16921,17.54014,17.187379999999997,16.98074,0.0878066875
68,20.85592,18.79681,17.89078,17.49166,17.207420000000003,0.1177954625
69,19.63508,17.29316,16.08136,15.64151,15.24932,0.137612025
70,20.69084,18.92359,17.74079,17.26282,16.92926,0.169627625
71,20.54594,18.65873,17.41957,16.98302,16.65221,0.17691649999999998
72,20.00595,17.99634,17.02359,16.59133,16.1972,0.10163685
73,19.18574,17.23582,16.32467,15.91295,15.590320000000002,0.0745762625
74,18.33562,16.76269,16.03906,15.65261,15.3958,0.05215818749999999
75,20.06249,18.50264,17.5708,17.08164,16.804920000000003,0.17024199999999998
76,17.714760000000002,16.45695,16.005129999999998,15.70413,15.65932,0.06137246249999999
77,19.286620000000003,18.175320000000003,17.7018,17.332539999999998,17.19746,0.07854972499999999
78,18.69474,17.5718,17.03454,16.68672,16.48144,0.129140175
79,19.37959,17.95634,17.13896,16.74212,16.40304,0.10244538749999996
80,20.80428,18.86401,17.61907,17.10061,16.74144,0.18102412499999998
81,18.92523,17.81372,17.35894,17.03343,16.84395,0.0631530625
82,19.97621,18.00666,17.10647,16.695710000000002,16.3614,0.075151125
83,20.24158,18.37863,17.36835,16.96518,16.64714,0.11981646249999997
84,21.09806,18.97896,17.74309,17.20917,16.86354,0.151664375
85,17.193189999999998,15.43763,14.5173,14.01527,13.5864,0.03965908749999998
86,20.96742,18.63466,17.15386,16.61968,16.26919,0.231941125
87,20.37414,18.38903,17.415760000000002,16.94858,16.58782,0.08548115
88,19.72355,17.74044,16.74578,16.32582,15.94764,0.11429929999999999
89,20.24977,18.44776,17.38362,16.93957,16.55294,0.14080412499999997
90,18.7174,17.50649,16.81808,16.39609,16.16724,0.09962356250000001
91,19.99649,18.0979,17.12333,16.7068,16.36201,0.09005084999999996
92,20.596,18.81578,17.82899,17.38926,17.02234,0.11297564999999998
93,19.15975,17.17778,16.18457,15.75223,15.36156,0.082377375
94,20.36065,18.41298,17.38953,16.92693,16.561120000000003,0.11392749999999996
95,19.311,17.453960000000002,16.59587,16.18199,15.86297,0.06625029999999996
96,20.50681,18.57796,17.503770000000003,17.04925,16.68605,0.14543849999999997
97,19.86324,17.93846,16.89826,16.45749,16.07118,0.11201072499999998
98,20.0397,17.91713,16.76021,16.29642,15.87911,0.12777887500000001
99,19.33924,18.05826,17.391,17.010479999999998,16.75382,0.101597975
100,20.08356,18.34731,17.459020000000002,17.03078,16.69288,0.07985286249999998
101,19.72172,17.48425,16.486079999999998,15.9902,15.5985,0.06329057499999999
102,18.88783,17.74575,17.21167,16.86832,16.67776,0.06097639999999995
103,17.50624,16.287670000000002,15.66496,15.29066,15.02326,0.04275517499999997
104,19.7009,17.60741,16.443839999999998,15.94718,15.535470000000002,0.121657325
105,17.33994,15.84539,15.06267,14.597370000000002,14.25909,0.03959676250000001
106,19.974870000000003,18.43726,17.67393,17.218239999999998,16.84589,0.1127675625
107,17.81387,15.781479999999998,14.81506,14.34426,13.989529999999998,0.0659142375
108,20.99057,18.87658,17.79719,17.34596,16.94405,0.136279875
109,21.18062,19.02766,17.60484,17.07275,16.73304,0.22876012499999998
110,19.59559,18.24655,17.54399,17.10098,16.88222,0.128596375
111,20.1415,18.12106,17.11458,16.67884,16.32616,0.10167362499999993
112,20.86309,18.90095,17.79486,17.28013,16.85335,0.13944874999999998
113,18.81651,17.60354,16.89419,16.45877,16.24802,0.12698279999999998
114,20.84074,18.8989,17.60523,17.10793,16.80844,0.20810924999999997
115,20.81246,18.53975,17.55752,17.02594,16.615920000000003,0.0925930875
116,18.9388,17.605179999999997,17.001479999999997,16.69905,16.46865,0.045469899999999994
117,19.68716,17.90991,17.08151,16.63617,16.32009,0.08943920000000001
118,16.651670000000003,15.1835,14.45139,14.05789,13.76321,0.0242438875
119,20.91894,18.94128,17.67259,17.139329999999998,16.79123,0.18992412499999997
120,18.3603,17.43982,17.16011,16.94395,16.77985,0.045825700000000004
121,19.01975,17.21102,16.35928,15.95779,15.64107,0.089928575
122,19.1401,18.02833,17.47845,17.11518,16.95676,0.08934840000000001
123,18.57689,16.71944,15.7816,15.37173,15.02675,0.081200625
124,18.19168,16.85359,16.3586,16.044620000000002,15.83693,0.0594871875
125,18.8448,17.54257,16.83543,16.44465,16.14838,0.100783825
126,19.58031,17.951620000000002,17.24693,16.82638,16.53214,0.0978141625
127,18.97396,17.421670000000002,16.55688,16.0548,15.64984,0.09944195
128,19.28834,17.77508,17.022479999999998,16.63791,16.34437,0.08384392499999996
129,21.17635,19.08784,17.7634,17.256729999999997,16.89445,0.18705024999999997
130,19.56595,18.39853,17.77655,17.42174,17.20969,0.11939496249999992
131,19.86231,17.90374,16.92962,16.487679999999997,16.12882,0.09324444999999998
132,19.26397,18.00522,17.003610000000002,16.54748,16.235210000000002,0.14700849999999996
133,19.45173,18.1889,17.73149,17.41368,17.29753,0.072022875
134,18.7027,17.28516,16.71547,16.40373,16.18563,0.09824465000000002
135,18.5883,16.8575,16.02838,15.597929999999998,15.28624,0.06257551249999999
136,19.67102,17.84596,16.98294,16.51979,16.19027,0.08161191249999998
137,18.85128,17.30655,16.56202,16.18035,16.01066,0.0726136375
138,18.49299,17.42088,17.14834,17.02744,16.87496,0.034164312499999995
139,19.29131,17.60221,16.676029999999997,16.23615,15.9203,0.10404593749999999
140,19.72524,18.05979,17.05368,16.608970000000003,16.24931,0.1188860125
141,19.02111,17.8091,17.30946,17.00256,16.824289999999998,0.08457975
142,18.57409,16.50129,15.55571,15.12193,14.75548,0.0794287625
143,21.23253,18.93215,17.5652,17.042360000000002,16.66151,0.2094585
144,19.71524,18.19571,17.26492,16.81351,16.504939999999998,0.14110125
145,21.3815,18.66657,17.647129999999997,17.10709,16.781760000000002,0.14174837499999998
146,19.62634,17.82045,16.91025,16.49886,16.13661,0.08993491249999999
147,17.4471,15.45032,14.47788,13.95657,13.53344,0.0322937875
148,19.96191,18.48088,17.62167,17.21725,16.85621,0.12333056249999998
149,18.995520000000003,17.29436,16.37624,15.94922,15.57836,0.101110325
150,20.08226,18.34295,17.54513,17.207320000000003,16.98939,0.11392038750000001
151,19.2234,17.94556,17.21643,16.853479999999998,16.55143,0.07985459999999998
152,22.89028,19.40512,17.87235,17.286839999999998,16.87125,0.27846887499999995
153,19.55302,17.82443,16.971870000000003,16.54185,16.21905,0.08228373749999998
154,20.45772,18.68877,17.79888,17.29104,17.00404,0.1091061875
155,20.030620000000003,17.971410000000002,16.9893,16.56525,16.223,0.10574146249999998
156,17.174570000000003,16.0631,15.56255,15.24297,15.0104,0.02803404999999995
157,17.55986,16.15223,15.457629999999998,15.05611,14.73753,0.05076186249999998
158,19.87561,17.82864,16.84746,16.42216,16.03929,0.10742772499999995
159,20.47687,18.22648,17.267,16.82801,16.43616,0.09527539999999995
160,19.23996,17.430999999999997,16.60098,16.21092,15.890770000000002,0.06322802499999995
161,19.8836,18.38661,17.48811,17.03949,16.703310000000002,0.124495875
162,20.60249,18.70529,17.4754,16.978820000000002,16.601129999999998,0.17788274999999998
163,20.52147,18.484820000000003,17.42406,17.00345,16.62034,0.14405112499999997
164,20.89666,18.82328,17.68092,17.21559,16.88237,0.162155875
165,18.4177,17.15458,16.70126,16.399639999999998,16.26804,0.05465517499999999
166,20.0435,18.34887,17.28329,16.8009,16.41164,0.141920375
167,20.5356,18.75368,17.657510000000002,17.21096,16.85388,0.16140225
168,20.29481,18.55271,17.65126,17.23334,16.91414,0.0950589
169,20.46363,18.58165,17.309079999999998,16.72864,16.355320000000003,0.22421799999999986
170,18.39811,17.09253,16.445829999999997,16.024820000000002,15.81325,0.10001802499999991
171,19.98339,18.23233,17.45274,17.0566,16.801560000000002,0.079218425
172,19.97462,18.39183,17.42486,16.866239999999998,16.42953,0.0904485
173,19.56408,17.96945,17.18357,16.82824,16.50767,0.07173768749999998
174,20.67503,18.72004,17.63287,17.21136,16.935229999999997,0.18768850000000004
175,17.22091,15.23511,14.33396,13.90612,13.582720000000002,0.0545732625
176,19.25442,18.25078,17.77283,17.4098,17.23292,0.07867686249999999
177,19.14842,18.07423,17.72314,17.46617,17.30804,0.05199748749999994
178,18.12179,16.96787,16.5558,16.33231,16.18289,0.030215462500000005
179,18.68127,17.47565,16.85161,16.46344,16.25037,0.06942773749999996
180,20.43568,18.65264,17.6619,17.2225,16.83547,0.11798912499999994
181,19.27859,17.22618,16.255979999999997,15.83925,15.53854,0.082365475
182,19.14092,17.59799,16.77577,16.30919,15.97013,0.0994729625
183,19.79025,17.94118,17.01266,16.5834,16.2274,0.09162488749999999
184,19.87312,18.26406,17.406679999999998,16.94506,16.70565,0.10621397499999999
185,20.37291,18.76786,17.69481,17.222620000000003,16.8744,0.17679149999999996
186,20.80406,19.08644,17.745060000000002,17.19068,16.81355,0.19569862499999996
187,19.75314,17.787020000000002,16.81765,16.401320000000002,16.066589999999998,0.09930881250000001
188,16.71797,15.67246,15.10465,14.82882,14.56121,0.018607512499999975
189,19.70405,18.40283,17.4936,17.06414,16.755570000000002,0.16548249999999998
190,20.09763,18.437620000000003,17.611279999999997,17.19959,16.85184,0.08198285
191,19.46324,17.509529999999998,16.46302,16.023410000000002,15.61656,0.1093480875
192,19.73668,18.45106,17.63707,17.21025,16.89719,0.15780087499999998
193,20.31039,18.54077,17.56614,17.14098,16.827360000000002,0.09758592499999999
194,20.06259,18.206670000000003,17.261879999999998,16.847929999999998,16.53275,0.0838362625
195,20.09402,18.16841,17.07291,16.59883,16.19633,0.13111024999999998
196,19.594,17.67119,16.63474,16.14989,15.77002,0.11546029999999996
197,19.36265,17.82287,16.93127,16.44924,16.047420000000002,0.11248230000000001
198,20.33648,18.6708,17.81341,17.392310000000002,17.09477,0.08179246249999997
199,20.26012,18.41345,17.42139,16.92274,16.512999999999998,0.0984675625
200,20.29495,18.54735,17.87646,17.41274,17.10784,0.07380914999999993
201,19.20423,18.07927,17.4127,17.05588,16.85473,0.1439987625
202,18.51326,16.9768,16.23722,15.7946,15.4663,0.0790576625
203,19.30193,18.17772,17.747529999999998,17.453570000000003,17.293879999999998,0.07784881249999995
204,21.79915,19.3002,17.67514,17.08276,16.75175,0.282715875
205,19.73947,18.08665,17.24277,16.72951,16.42248,0.09017114999999999
206,20.82742,18.61045,17.38883,16.92526,16.50348,0.16623075
207,20.33586,18.4292,17.29306,16.84572,16.54883,0.175837875
208,21.09769,19.04833,17.6871,17.10395,16.648670000000003,0.224677625
209,17.86603,16.414,15.67382,15.28804,14.98271,0.061753462499999946
210,20.55401,18.52393,17.57926,17.19764,16.86326,0.12348495
211,16.921429999999997,15.42761,15.00809,14.77785,14.772620000000002,0.028992974999999987
212,21.42587,19.00163,17.68693,17.195520000000002,16.85761,0.21627212499999995
213,19.29887,17.75865,16.92705,16.483320000000003,16.14082,0.11891174999999998
214,19.93825,17.97673,16.99127,16.546110000000002,16.2003,0.1094063375
215,17.01063,15.615,15.0709,14.76923,14.54785,0.0346873875
216,20.32541,18.71896,17.55603,17.067320000000002,16.73285,0.203387125
217,18.24766,17.01577,16.57943,16.27092,16.15429,0.052300112499999975
218,19.24305,17.99146,17.453570000000003,17.087970000000002,16.86711,0.06663985
219,20.92373,18.66954,17.613889999999998,17.13394,16.76557,0.11443109999999995
220,19.79068,17.53985,16.52608,15.97277,15.562,0.05902244999999999
221,20.9533,18.70425,17.33406,16.76163,16.29746,0.2048135
222,21.08783,19.25272,17.79093,17.148329999999998,16.765320000000003,0.23421625
223,20.5449,18.6917,17.74981,17.30922,17.042379999999998,0.11320335
224,19.84909,18.43218,17.6239,17.187089999999998,16.87097,0.13096275
225,19.67384,18.58332,17.90031,17.42145,17.173389999999998,0.14727300000000002
226,19.47192,18.00931,17.17738,16.77636,16.50402,0.0957457875
227,18.73751,17.748620000000003,17.31696,16.98775,16.87361,0.07044363749999999
228,19.24539,17.3089,16.30433,15.87914,15.52374,0.09746187499999999
229,20.70907,19.01158,17.723,17.2042,16.84093,0.189354
230,18.95993,17.52409,16.93011,16.58867,16.38428,0.06054506249999999
231,20.75239,18.92896,17.55422,17.05165,16.72937,0.21634974999999992
232,19.03155,17.47743,16.684,16.24084,15.9221,0.07549465
233,18.62228,17.34421,16.63831,16.232860000000002,15.93151,0.07674977499999999
234,17.89268,15.88357,14.964429999999998,14.51898,14.18518,0.057444349999999984
235,19.16671,17.83953,17.08616,16.70094,16.41314,0.11968280000000002
236,16.94766,14.99105,14.1664,13.75214,13.45813,0.027283812499999952
237,20.46474,18.62937,17.80894,17.33973,17.007929999999998,0.06394572499999993
238,20.99786,19.1248,17.798920000000003,17.30943,16.9193,0.20579174999999997
239,19.17697,18.0443,17.359360000000002,16.98163,16.78869,0.13690362499999997
240,20.28144,18.53097,17.513289999999998,17.10205,16.74045,0.11992467499999998
241,19.9966,18.33748,17.444470000000003,17.05636,16.76624,0.10311027499999993
242,18.49987,17.52029,17.18869,16.939329999999998,16.84401,0.055734662499999955
243,19.47581,17.696579999999997,16.831120000000002,16.41819,16.114729999999998,0.07370321249999998
244,18.76959,17.36739,16.739279999999997,16.414579999999997,16.15211,0.08919248749999999
245,20.41238,18.9944,17.40888,16.80872,16.466720000000002,0.24312987499999997
246,17.995520000000003,16.467389999999998,15.691870000000002,15.28577,15.02488,0.04812143749999997
247,19.48912,17.73276,16.83645,16.46874,16.1651,0.08305021249999993
248,20.89511,18.50589,17.40765,16.89745,16.57566,0.15250937499999995
249,17.91007,16.275920000000003,15.55043,15.21567,14.97771,0.039485912500000005
250,16.90405,15.75363,15.25963,14.94924,14.73173,0.039895975
251,20.66485,18.38082,17.27916,16.98958,16.53118,0.12526434999999997
252,20.66866,18.64307,17.58043,17.14992,16.80319,0.153905625
253,19.95202,18.38783,17.36436,16.90466,16.55845,0.14033299999999993
254,17.82065,16.05432,15.27742,14.8862,14.61784,0.038639999999999994
255,19.00187,17.7326,17.19596,16.85179,16.67014,0.07169608749999996
256,22.85308,16.02711,15.44288,15.08787,15.27483,0.042924775
257,19.93384,18.23575,17.40977,17.02055,16.765620000000002,0.08005705
258,19.92345,17.84974,16.86874,16.43952,16.129089999999998,0.0938838
259,19.8894,18.22298,17.34812,16.84619,16.46911,0.12316996249999995
260,20.36851,18.26824,17.193929999999998,16.72005,16.31982,0.13536549999999997
261,18.86888,17.034329999999997,16.16669,15.76072,15.44821,0.06850002499999999
262,18.88215,16.96782,16.03183,15.60718,15.2582,0.0713323125
263,20.88845,18.79379,17.62495,17.152379999999997,16.7788,0.16505400000000003
264,20.9345,18.69433,17.57297,17.06095,16.657770000000003,0.13457137499999997
265,20.10925,18.5713,17.70109,17.2852,17.026,0.1401331125
266,19.8673,18.34811,17.41829,16.95926,16.649520000000003,0.145345675
267,19.73293,18.37875,17.60693,17.19523,16.93005,0.14091203749999998
268,19.43798,18.26333,17.63514,17.25873,16.96094,0.140293875
269,20.16165,17.65895,16.3747,15.87636,15.49112,0.18221337499999998
270,20.43381,18.52919,17.637179999999997,17.20833,16.87621,0.090013975
271,19.5835,18.17796,17.51837,17.12538,16.89924,0.09093654999999998
272,19.55589,17.636229999999998,16.76438,16.371229999999997,16.08557,0.0771367875
273,19.1879,17.00899,15.9239,15.47329,15.08054,0.10770387499999998
274,19.36788,17.54151,16.65409,16.19216,15.82122,0.0709408375
275,20.47512,18.81921,17.51045,16.98845,16.59496,0.21504649999999997
276,19.74313,18.5371,17.77007,17.34071,17.04638,0.15038
277,20.10521,18.4976,17.496920000000003,17.05025,16.7436,0.142581625
278,21.17313,19.03987,17.6513,17.09,16.73824,0.22177275000000002
279,19.31385,18.16623,17.78872,17.52267,17.56904,0.0332806375
280,20.31612,18.42091,17.24719,16.70326,16.386879999999998,0.14983675000000002
281,19.36411,17.86075,17.16323,16.7298,16.43028,0.07997945000000002
282,20.72484,18.77532,17.73248,17.2503,16.93753,0.147622
283,18.92409,17.06875,16.20449,15.785,15.485320000000002,0.067192575
284,18.8702,17.49986,16.72673,16.32137,16.05689,0.10149913750000002
285,19.42816,18.31342,17.67469,17.334329999999998,17.131120000000003,0.13129049999999998
286,18.80564,17.424429999999997,16.7747,16.4036,16.165470000000003,0.07212521249999995
287,19.72326,17.88266,16.90476,16.45727,16.11121,0.11644011249999993
288,18.95503,17.211129999999997,16.400470000000002,15.946229999999998,15.66848,0.0858014375
289,17.99309,16.023239999999998,15.09776,14.67425,14.36555,0.06717104999999997
290,19.06678,17.85665,17.23467,16.79761,16.55382,0.1286424375
291,18.67458,17.45045,16.993370000000002,16.780379999999997,16.65256,0.03706405
292,19.42588,17.97781,17.297,16.89949,16.61262,0.078267975
293,19.53987,17.91386,16.9421,16.47532,16.11669,0.12802775
294,20.55628,18.48578,17.35814,16.87078,16.44624,0.1483675625
295,21.55643,19.34251,17.88544,17.34614,16.97407,0.243870625
296,20.17662,18.57171,17.8032,17.35647,17.07724,0.086359725
297,20.15263,18.27829,17.11252,16.63145,16.24511,0.16135099999999997
298,18.43111,17.214470000000002,16.69718,16.3632,16.20576,0.07542635
299,19.85073,18.03011,17.153660000000002,16.69632,16.36748,0.07614236249999999
300,18.86415,17.06878,16.165370000000003,15.700920000000002,15.34752,0.0686248875
301,19.78799,17.82921,16.770329999999998,16.32706,15.96919,0.12837289999999998
302,19.726,18.36102,17.80275,17.43158,17.2171,0.071975275
303,20.32728,18.09737,16.94973,16.4689,16.07536,0.15061875
304,20.18917,18.02709,17.03722,16.54786,16.12964,0.09716392499999996
305,21.50335,19.25536,17.844079999999998,17.259,16.88189,0.2451505
306,18.99562,17.63423,16.806079999999998,16.35314,16.04429,0.12980824999999996
307,19.07998,17.824679999999997,17.351689999999998,17.03642,16.81801,0.070943275
308,19.54837,18.36792,17.70223,17.303079999999998,17.0621,0.14153574999999996
309,19.49184,17.71885,16.86541,16.45814,16.11966,0.08295969999999993
310,20.70156,18.8142,17.62991,17.15404,16.84579,0.18003837499999997
311,18.46946,17.29573,16.85304,16.64181,16.48045,0.056007387499999964
312,21.10335,19.09742,17.80799,17.3296,17.00712,0.18698825
313,19.84467,18.30448,17.65184,17.3954,16.92621,0.07860626249999998
314,17.32819,15.63951,14.935529999999998,14.5822,14.28871,0.0245941125
315,18.63603,17.08615,16.29296,15.89509,15.62705,0.09489103749999998
316,20.06774,18.34489,17.35914,16.92168,16.54855,0.1263801125
317,19.56045,18.45172,17.7502,17.3664,17.09955,0.11633250000000002
318,20.79515,18.7857,17.68732,17.21377,16.86651,0.149988375
319,18.67821,17.272579999999998,16.57728,16.18978,15.902120000000002,0.078217525
320,16.55452,14.83783,14.06018,13.66044,13.36344,0.024951074999999996
321,20.53232,18.15521,16.7207,16.190179999999998,15.83322,0.18700712500000002
322,17.96606,16.88498,16.51243,16.3473,16.21446,0.023867049999999997
323,20.80372,18.68577,17.40464,16.86072,16.48316,0.19132287499999998
324,20.49872,18.54384,17.47577,17.02597,16.6792,0.13648925
325,20.3701,18.35764,17.33895,16.908089999999998,16.60231,0.1194189625
326,18.60398,17.35596,16.83238,16.4934,16.35846,0.05549553749999997
327,17.91339,16.952,16.669320000000003,16.436,16.33409,0.04828392499999999
328,19.03191,17.8042,17.24416,16.92184,16.6947,0.08288817499999997
329,20.99879,19.096120000000003,17.80723,17.272389999999998,16.91498,0.17944
330,15.88783,14.4799,13.83495,13.46969,13.25218,0.02037891874999996
331,20.37527,18.45773,17.363960000000002,16.90277,16.51373,0.14204375
332,20.4768,18.34241,17.080920000000003,16.6054,16.26316,0.18658099999999994
333,20.2635,18.17333,17.0866,16.665029999999998,16.29543,0.12422762499999997
334,17.25962,16.13192,15.68569,15.37254,15.2289,0.03519376249999998
335,17.0863,15.94334,15.42586,15.05717,14.83629,0.05189278749999999
336,19.6889,18.47726,17.81383,17.43414,17.1826,0.1211473625
337,20.02728,18.01623,17.00306,16.55986,16.20174,0.12666082499999998
338,19.37761,18.13498,17.43165,16.94329,16.75505,0.11448716249999999
339,20.42905,18.47381,17.527279999999998,17.142,16.823710000000002,0.10566666249999998
340,19.471,18.12438,17.29784,16.91289,16.65377,0.11681324999999991
341,18.74743,17.2025,16.3191,15.90055,15.59819,0.1018134625
342,19.226470000000003,17.76105,17.16287,16.83391,16.823420000000002,0.08424957499999998
343,19.18244,17.67426,16.94922,16.51052,16.22251,0.09048313749999998
344,20.59206,18.75404,17.69881,17.21595,16.892789999999998,0.157327375
345,20.911620000000003,18.84439,17.85175,17.452379999999998,17.09995,0.125387725
346,19.71487,17.929000000000002,17.05266,16.64679,16.34594,0.089006725
347,20.72624,18.9825,17.55718,17.01988,16.69238,0.2342683749999999
348,20.06178,18.06211,17.04109,16.59218,16.22893,0.113061175
349,20.8011,18.88303,17.72044,17.24224,16.84872,0.1576885
350,18.64255,16.92178,16.14377,15.76918,15.49154,0.052822975
351,19.70097,17.79151,16.864829999999998,16.43029,16.07897,0.095902175
352,20.704,18.78759,17.56778,17.10945,16.7892,0.2003765
353,18.2248,16.25465,15.33701,14.91115,14.59191,0.06278199999999999
354,19.16441,17.68509,16.81579,16.37872,16.06265,0.11174935
355,19.7841,17.96002,17.06513,16.67294,16.35789,0.082251325
356,18.5058,17.07317,16.48499,16.0999,15.88337,0.07858377499999994
357,18.151,16.41416,15.71346,15.38412,15.16055,0.05452742499999999
358,20.5476,18.81528,17.63343,17.155260000000002,16.802220000000002,0.1733375
359,18.7767,17.56329,16.9307,16.50479,16.2381,0.12282758749999997
360,20.55943,18.63898,17.54648,17.029420000000002,16.61559,0.144601875
361,18.6611,17.4521,16.93289,16.65685,16.486620000000002,0.04753104999999999
362,20.40921,18.63648,17.741310000000002,17.34648,17.01484,0.09690794999999999
363,20.63727,18.29782,17.13942,16.61798,16.21248,0.14004147499999997
364,19.02862,17.75412,17.08247,16.70364,16.4566,0.0938471125
365,20.00349,18.32594,17.401429999999998,16.98299,16.69545,0.10216423749999999
366,20.13645,18.43668,17.53029,17.11427,16.82174,0.11620122499999999
367,17.7814,16.57282,15.97332,15.6995,15.43902,0.039648075
368,19.48216,18.08376,17.293110000000002,16.8721,16.52244,0.129831
369,19.7279,18.50277,17.771279999999997,17.35206,17.12422,0.14781216249999996
370,20.75422,18.81605,17.72575,17.305670000000003,16.98248,0.15002882499999998
371,20.97397,19.02048,17.90032,17.460279999999997,17.165570000000002,0.15006475
372,19.55065,17.65656,16.75143,16.49475,16.02176,0.11200962499999997
373,20.77836,18.71614,17.720679999999998,17.32989,17.02303,0.10409498750000001
374,19.49789,18.10902,17.38557,17.01495,16.714679999999998,0.081061775
375,17.787979999999997,15.93045,15.05506,14.63316,14.29361,0.062509625
376,18.57631,16.785629999999998,15.9876,15.593179999999998,15.25973,0.044466337499999994
377,20.36316,18.49655,17.447210000000002,16.96355,16.55786,0.12614475
378,19.866,18.59932,17.8429,17.447779999999998,17.231920000000002,0.1485985875
379,19.88244,18.016,17.06942,16.6791,16.31989,0.102561025
